 Detector [0 = SRPD 1 = HF], Technique [0 = RXN 1 = SPM],  Stored [0 = Data 1 = Errors], Systematic [0 = Normal 1 = LOOSE 2 = NOMINAL 3 = TIGHT], Vertex [0 = Normal 1 = WIDE 2 = NARROW], Bin 0, Bin 1, Bin 2, Bin 3, Bin 4, Bin 5, Bin 6, 
0,0,0,0,0,-0.0664952,0.00257075,0.0103876,0.022808,0.0394616,0.0446245,0.0191101,
0,0,0,0,1,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,
0,0,0,1,1,0,0,0,0,0,0,0,
0,0,0,1,2,0,0,0,0,0,0,0,
0,0,0,2,0,0,0,0,0,0,0,0,
0,0,0,2,1,0,0,0,0,0,0,0,
0,0,0,2,2,0,0,0,0,0,0,0,
0,0,0,3,0,0,0,0,0,0,0,0,
0,0,0,3,1,0,0,0,0,0,0,0,
0,0,0,3,2,0,0,0,0,0,0,0,
1,0,0,0,0,0.000128466,0.000436983,0.000650262,0.00461896,0.00855457,0.0083015,0.00185767,
1,0,0,0,1,0,0,0,0,0,0,0,
1,0,0,0,2,0,0,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,0,0,
1,0,0,1,1,0,0,0,0,0,0,0,
1,0,0,1,2,0,0,0,0,0,0,0,
1,0,0,2,0,0,0,0,0,0,0,0,
1,0,0,2,1,0,0,0,0,0,0,0,
1,0,0,2,2,0,0,0,0,0,0,0,
1,0,0,3,0,0,0,0,0,0,0,0,
1,0,0,3,1,0,0,0,0,0,0,0,
1,0,0,3,2,0,0,0,0,0,0,0,
1,0,1,0,0,0.0664952,0.0183817,0.0103876,0.022808,0.0394616,0.0446245,0.0211385,
1,0,1,0,1,0,0,0,0,0,0,0,
1,0,1,0,2,0,0,0,0,0,0,0,
1,0,1,1,0,0,0,0,0,0,0,0,
1,0,1,1,1,0,0,0,0,0,0,0,
1,0,1,1,2,0,0,0,0,0,0,0,
1,0,1,2,0,0,0,0,0,0,0,0,
1,0,1,2,1,0,0,0,0,0,0,0,
1,0,1,2,2,0,0,0,0,0,0,0,
1,0,1,3,0,0,0,0,0,0,0,0,
1,0,1,3,1,0,0,0,0,0,0,0,
1,0,1,3,2,0,0,0,0,0,0,0,
0,0,1,0,0,0.00562454,0.0033487,0.00219302,0.00461896,0.00855457,0.0083015,0.00350568,
0,0,1,0,1,0,0,0,0,0,0,0,
0,0,1,0,2,0,0,0,0,0,0,0,
0,0,1,1,0,0,0,0,0,0,0,0,
0,0,1,1,1,0,0,0,0,0,0,0,
0,0,1,1,2,0,0,0,0,0,0,0,
0,0,1,2,0,0,0,0,0,0,0,0,
0,0,1,2,1,0,0,0,0,0,0,0,
0,0,1,2,2,0,0,0,0,0,0,0,
0,0,1,3,0,0,0,0,0,0,0,0,
0,0,1,3,1,0,0,0,0,0,0,0,
0,0,1,3,2,0,0,0,0,0,0,0,
 Detector [0 = SRPD 1 = HF], Technique [0 = RXN 1 = SPM],  Stored [0 = Data 1 = Errors], Systematic [0 = Normal 1 = LOOSE 2 = NOMINAL 3 = TIGHT], Vertex [0 = Normal 1 = WIDE 2 = NARROW], Bin 0, Bin 1, Bin 2, Bin 3, Bin 4, Bin 5, Bin 6, 
0,1,0,0,0,0.0147534,0.00847987,0.00201314,-0.00538763,-0.0124345,-0.0107985,-0.0154462
0,1,0,0,1,0,0,0,0,0,0,0
0,1,0,0,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0,0,0
0,1,0,1,2,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0
0,1,0,2,1,0,0,0,0,0,0,0
0,1,0,2,2,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0,0
0,1,0,3,1,0,0,0,0,0,0,0
0,1,0,3,2,0,0,0,0,0,0,0
1,1,0,0,0,0.0089455,-0.0235249,-0.0785055,-0.159849,-0.189074,-0.0645645,-0.105243
1,1,0,0,1,0,0,0,0,0,0,0
1,1,0,0,2,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0,0
1,1,0,1,2,0,0,0,0,0,0,0
1,1,0,2,0,0,0,0,0,0,0,0
1,1,0,2,1,0,0,0,0,0,0,0
1,1,0,2,2,0,0,0,0,0,0,0
1,1,0,3,0,0,0,0,0,0,0,0
1,1,0,3,1,0,0,0,0,0,0,0
1,1,0,3,2,0,0,0,0,0,0,0
1,1,1,0,0,0.0147534,0.00847987,0.00201314,0.00538763,0.0124345,0.0107985,0.0154462
1,1,1,0,1,0,0,0,0,0,0,0
1,1,1,0,2,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,0,0
1,1,1,1,2,0,0,0,0,0,0,0
1,1,1,2,0,0,0,0,0,0,0,0
1,1,1,2,1,0,0,0,0,0,0,0
1,1,1,2,2,0,0,0,0,0,0,0
1,1,1,3,0,0,0,0,0,0,0,0
1,1,1,3,1,0,0,0,0,0,0,0
1,1,1,3,2,0,0,0,0,0,0,0
0,1,1,0,0,0.0139815,0.0235249,0.0785055,0.159849,0.189074,0.0645645,0.105243
0,1,1,0,1,0,0,0,0,0,0,0
0,1,1,0,2,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,0,0,0,0,0
0,1,1,1,2,0,0,0,0,0,0,0
0,1,1,2,0,0,0,0,0,0,0,0
0,1,1,2,1,0,0,0,0,0,0,0
0,1,1,2,2,0,0,0,0,0,0,0
0,1,1,3,0,0,0,0,0,0,0,0
0,1,1,3,1,0,0,0,0,0,0,0
0,1,1,3,2,0,0,0,0,0,0,0
